# libultrahdr gamut-conversion matrices
# columns: conv, r_in, g_in, b_in, r_out, g_out, b_out
# conv values: bt709_to_p3, bt709_to_bt2100, p3_to_bt709,
#              p3_to_bt2100, bt2100_to_bt709, bt2100_to_p3
# reference: lib/src/gainmapmath.cpp:609-633 @ libultrahdr commit 8cbc983
conv,r_in,g_in,b_in,r_out,g_out,b_out
bt2100_to_bt709,0.00999999978,0,0.00999999978,0.0158764105,-0.00132899999,0.011005789
bt2100_to_p3,0.00999999978,0,0.00999999978,0.0128217889,-0.000757879927,0.0101959901
bt709_to_p3,0.00999999978,0.00999999978,0,0.00999999046,0.01000001,0.000894809957
bt709_to_bt2100,0.00999999978,0.00999999978,0,0.00956685934,0.00988637935,0.00104404998
p3_to_bt709,0.00999999978,0.00999999978,0,0.00999999885,0.00999999978,-0.000982739963
p3_to_bt2100,0.00999999978,0.00999999978,0,0.00952429976,0.00987520907,0.000163909994
bt2100_to_bt709,0.00999999978,0.00999999978,0,0.0107284999,0.0100834901,-0.00118729996
bt2100_to_p3,0.00999999978,0.00999999978,0,0.0106139891,0.0101049002,-0.000167759994
bt709_to_p3,0,0.0500000007,0.0500000007,0.00887690019,0.048340302,0.0491458997
bt709_to_bt2100,0,0.0500000007,0.0500000007,0.0186297987,0.0465451516,0.0491804034
p3_to_bt709,0,0.0500000007,0.0500000007,-0.0112470007,0.0521028526,0.0509819016
p3_to_bt2100,0,0.0500000007,0.0500000007,0.0123083498,0.0477127992,0.050060451
bt2100_to_bt709,0,0.0500000007,0.0500000007,-0.0330245495,0.0562275536,0.0509075448
bt2100_to_p3,0,0.0500000007,0.0500000007,-0.0171789005,0.0532649048,0.0498589538
bt709_to_p3,0.0500000007,0,0.0500000007,0.0411231518,0.00165965012,0.0463801511
bt709_to_bt2100,0.0500000007,0,0.0500000007,0.0335359015,0.00402294984,0.0455993526
p3_to_bt709,0.0500000007,0,0.0500000007,0.0612469986,-0.00210285001,0.0539317988
p3_to_bt2100,0.0500000007,0,0.0500000007,0.04007015,0.00291114999,0.0491199009
bt2100_to_bt709,0.0500000007,0,0.0500000007,0.0793820545,-0.00664500007,0.0550289452
bt2100_to_p3,0.0500000007,0,0.0500000007,0.0641089454,-0.00378940022,0.0509799533
bt709_to_p3,0.0500000007,0.0500000007,0,0.0499999523,0.0500000492,0.0044740499
bt709_to_bt2100,0.0500000007,0.0500000007,0,0.0478342995,0.0494319014,0.00522025023
p3_to_bt709,0.0500000007,0.0500000007,0,0.049999997,0.0500000045,-0.00491369981
p3_to_bt2100,0.0500000007,0.0500000007,0,0.0476214997,0.0493760519,0.000819550012
bt2100_to_bt709,0.0500000007,0.0500000007,0,0.0536425039,0.0504174531,-0.00593650015
bt2100_to_p3,0.0500000007,0.0500000007,0,0.0530699492,0.050524503,-0.000838799984
bt709_to_p3,0,0.100000001,0.100000001,0.0177538004,0.0966806039,0.0982917994
bt709_to_bt2100,0,0.100000001,0.100000001,0.0372595973,0.0930903032,0.0983608067
p3_to_bt709,0,0.100000001,0.100000001,-0.0224940013,0.104205705,0.101963803
p3_to_bt2100,0,0.100000001,0.100000001,0.0246166997,0.0954255983,0.100120902
bt2100_to_bt709,0,0.100000001,0.100000001,-0.066049099,0.112455107,0.10181509
bt2100_to_p3,0,0.100000001,0.100000001,-0.0343578011,0.10652981,0.0997179076
bt709_to_p3,0.100000001,0,0.100000001,0.0822463036,0.00331930025,0.0927603021
bt709_to_bt2100,0.100000001,0,0.100000001,0.0670718029,0.00804589968,0.0911987051
p3_to_bt709,0.100000001,0,0.100000001,0.122493997,-0.00420570001,0.107863598
p3_to_bt2100,0.100000001,0,0.100000001,0.0801403001,0.00582229998,0.0982398018
bt2100_to_bt709,0.100000001,0,0.100000001,0.158764109,-0.0132900001,0.11005789
bt2100_to_p3,0.100000001,0,0.100000001,0.128217891,-0.00757880043,0.101959907
bt709_to_p3,0.100000001,0.100000001,0,0.0999999046,0.100000098,0.0089480998
bt709_to_bt2100,0.100000001,0.100000001,0,0.095668599,0.0988638029,0.0104405005
p3_to_bt709,0.100000001,0.100000001,0,0.099999994,0.100000009,-0.00982739963
p3_to_bt2100,0.100000001,0.100000001,0,0.0952429995,0.0987521037,0.00163910002
bt2100_to_bt709,0.100000001,0.100000001,0,0.107285008,0.100834906,-0.0118730003
bt2100_to_p3,0.100000001,0.100000001,0,0.106139898,0.101049006,-0.00167759997
bt709_to_p3,0,0.180000007,0.180000007,0.0319568403,0.174025089,0.176925257
bt709_to_bt2100,0,0.180000007,0.180000007,0.0670672804,0.167562544,0.177049458
p3_to_bt709,0,0.180000007,0.180000007,-0.0404892005,0.187570274,0.183534846
p3_to_bt2100,0,0.180000007,0.180000007,0.0443100631,0.171766087,0.180217624
bt2100_to_bt709,0,0.180000007,0.180000007,-0.118888386,0.202419177,0.183267176
bt2100_to_p3,0,0.180000007,0.180000007,-0.0618440434,0.191753656,0.179492235
bt709_to_p3,0.180000007,0,0.180000007,0.148043349,0.00597474026,0.166968554
bt709_to_bt2100,0.180000007,0,0.180000007,0.120729238,0.0144826202,0.164157674
p3_to_bt709,0.180000007,0,0.180000007,0.220489204,-0.0075702602,0.194154486
p3_to_bt2100,0.180000007,0,0.180000007,0.144252539,0.0104801394,0.176831648
bt2100_to_bt709,0.180000007,0,0.180000007,0.285775393,-0.0239220001,0.198104218
bt2100_to_p3,0.180000007,0,0.180000007,0.230792224,-0.0136418398,0.183527842
bt709_to_p3,0.180000007,0.180000007,0,0.179999828,0.180000186,0.0161065795
bt709_to_bt2100,0.180000007,0.180000007,0,0.172203481,0.177954853,0.0187929012
p3_to_bt709,0.180000007,0.180000007,0,0.180000007,0.180000007,-0.0176893193
p3_to_bt2100,0.180000007,0.180000007,0,0.171437413,0.177753791,0.00295038009
bt2100_to_bt709,0.180000007,0.180000007,0,0.193112999,0.181502819,-0.0213714018
bt2100_to_p3,0.180000007,0.180000007,0,0.191051826,0.181888223,-0.00301968004
bt709_to_p3,0,0.25,0.25,0.0443844981,0.241701499,0.245729506
bt709_to_bt2100,0,0.25,0.25,0.0931489989,0.232725754,0.245902002
p3_to_bt709,0,0.25,0.25,-0.0562350005,0.260514259,0.254909486
p3_to_bt2100,0,0.25,0.25,0.061541751,0.238564,0.250302255
bt2100_to_bt709,0,0.25,0.25,-0.165122747,0.281137764,0.254537731
bt2100_to_p3,0,0.25,0.25,-0.0858945027,0.26632452,0.249294758
bt709_to_p3,0.25,0,0.25,0.205615759,0.00829825085,0.231900752
bt709_to_bt2100,0.25,0,0.25,0.167679489,0.0201147497,0.227996752
p3_to_bt709,0.25,0,0.25,0.306234986,-0.01051425,0.269659013
p3_to_bt2100,0.25,0,0.25,0.200350747,0.0145557495,0.245599508
bt2100_to_bt709,0.25,0,0.25,0.39691025,-0.0332249999,0.275144726
bt2100_to_p3,0.25,0,0.25,0.320544749,-0.0189469997,0.25489977
bt709_to_p3,0.25,0.25,0,0.249999762,0.250000238,0.022370249
bt709_to_bt2100,0.25,0.25,0,0.23917149,0.247159496,0.0261012502
p3_to_bt709,0.25,0.25,0,0.249999985,0.25,-0.0245685
p3_to_bt2100,0.25,0.25,0,0.238107502,0.246880248,0.00409774994
bt2100_to_bt709,0.25,0.25,0,0.268212497,0.252087235,-0.0296825003
bt2100_to_p3,0.25,0.25,0,0.265349746,0.252622515,-0.0041939998
bt709_to_p3,0,0.5,0.5,0.0887689963,0.483402997,0.491459012
bt709_to_bt2100,0,0.5,0.5,0.186297998,0.465451509,0.491804004
p3_to_bt709,0,0.5,0.5,-0.112470001,0.521028519,0.509818971
p3_to_bt2100,0,0.5,0.5,0.123083502,0.477127999,0.50060451
bt2100_to_bt709,0,0.5,0.5,-0.330245495,0.562275529,0.509075463
bt2100_to_p3,0,0.5,0.5,-0.171789005,0.53264904,0.498589516
bt709_to_p3,0.5,0,0.5,0.411231518,0.0165965017,0.463801503
bt709_to_bt2100,0.5,0,0.5,0.335358977,0.0402294993,0.455993503
p3_to_bt709,0.5,0,0.5,0.612469971,-0.0210285001,0.539318025
p3_to_bt2100,0.5,0,0.5,0.400701493,0.029111499,0.491199017
bt2100_to_bt709,0.5,0,0.5,0.7938205,-0.0664499998,0.550289452
bt2100_to_p3,0.5,0,0.5,0.641089499,-0.0378939994,0.50979954
bt709_to_p3,0.5,0.5,0,0.499999523,0.500000477,0.0447404981
bt709_to_bt2100,0.5,0.5,0,0.47834298,0.494318992,0.0522025004
p3_to_bt709,0.5,0.5,0,0.49999997,0.5,-0.049137
p3_to_bt2100,0.5,0.5,0,0.476215005,0.493760496,0.00819549989
bt2100_to_bt709,0.5,0.5,0,0.536424994,0.504174471,-0.0593650006
bt2100_to_p3,0.5,0.5,0,0.530699492,0.50524503,-0.00838799961
bt709_to_p3,0,0.75,0.75,0.133153498,0.725104511,0.737188518
bt709_to_bt2100,0,0.75,0.75,0.279446989,0.698177278,0.737706006
p3_to_bt709,0,0.75,0.75,-0.168705001,0.781542778,0.764728487
p3_to_bt2100,0,0.75,0.75,0.184625238,0.715691984,0.750906765
bt2100_to_bt709,0,0.75,0.75,-0.495368242,0.843413234,0.763613164
bt2100_to_p3,0,0.75,0.75,-0.257683516,0.798973501,0.747884274
bt709_to_p3,0.75,0,0.75,0.616847277,0.0248947497,0.695702255
bt709_to_bt2100,0.75,0,0.75,0.503038466,0.060344249,0.68399024
p3_to_bt709,0.75,0,0.75,0.918704987,-0.0315427482,0.808977008
p3_to_bt2100,0.75,0,0.75,0.601052225,0.0436672494,0.736798525
bt2100_to_bt709,0.75,0,0.75,1.19073069,-0.0996749997,0.825434208
bt2100_to_p3,0.75,0,0.75,0.961634278,-0.0568410009,0.76469928
bt709_to_p3,0.75,0.75,0,0.749999285,0.750000775,0.0671107471
bt709_to_bt2100,0.75,0.75,0,0.717514455,0.741478503,0.0783037543
p3_to_bt709,0.75,0.75,0,0.75,0.75,-0.0737055019
p3_to_bt2100,0.75,0.75,0,0.714322448,0.740640759,0.0122932503
bt2100_to_bt709,0.75,0.75,0,0.804637492,0.756261766,-0.0890475065
bt2100_to_p3,0.75,0.75,0,0.796049237,0.757867515,-0.0125820003
bt709_to_p3,0,1,1,0.177537993,0.966805995,0.982918024
bt709_to_bt2100,0,1,1,0.372595996,0.930903018,0.983608007
p3_to_bt709,0,1,1,-0.224940002,1.04205704,1.01963794
p3_to_bt2100,0,1,1,0.246167004,0.954255998,1.00120902
bt2100_to_bt709,0,1,1,-0.66049099,1.12455106,1.01815093
bt2100_to_p3,0,1,1,-0.343578011,1.06529808,0.997179031
bt709_to_p3,1,0,1,0.822463036,0.0331930034,0.927603006
bt709_to_bt2100,1,0,1,0.670717955,0.0804589987,0.911987007
p3_to_bt709,1,0,1,1.22493994,-0.0420570001,1.07863605
p3_to_bt2100,1,0,1,0.801402986,0.0582229979,0.982398033
bt2100_to_bt709,1,0,1,1.587641,-0.1329,1.1005789
bt2100_to_p3,1,0,1,1.282179,-0.0757879987,1.01959908
bt709_to_p3,1,1,0,0.999999046,1.00000095,0.0894809961
bt709_to_bt2100,1,1,0,0.95668596,0.988637984,0.104405001
p3_to_bt709,1,1,0,0.99999994,1,-0.098274
p3_to_bt2100,1,1,0,0.95243001,0.987520993,0.0163909998
bt2100_to_bt709,1,1,0,1.07284999,1.00834894,-0.118730001
bt2100_to_p3,1,1,0,1.06139898,1.01049006,-0.0167759992
bt709_to_p3,0,1.5,1.5,0.266306996,1.45020902,1.47437704
bt709_to_bt2100,0,1.5,1.5,0.558893979,1.39635456,1.47541201
p3_to_bt709,0,1.5,1.5,-0.337410003,1.56308556,1.52945697
p3_to_bt2100,0,1.5,1.5,0.369250476,1.43138397,1.50181353
bt2100_to_bt709,0,1.5,1.5,-0.990736485,1.68682647,1.52722633
bt2100_to_p3,0,1.5,1.5,-0.515367031,1.597947,1.49576855
bt709_to_p3,1.5,0,1.5,1.23369455,0.0497894995,1.39140451
bt709_to_bt2100,1.5,0,1.5,1.00607693,0.120688498,1.36798048
p3_to_bt709,1.5,0,1.5,1.83740997,-0.0630854964,1.61795402
p3_to_bt2100,1.5,0,1.5,1.20210445,0.0873344988,1.47359705
bt2100_to_bt709,1.5,0,1.5,2.38146138,-0.199349999,1.65086842
bt2100_to_p3,1.5,0,1.5,1.92326856,-0.113682002,1.52939856
bt709_to_p3,1.5,1.5,0,1.49999857,1.50000155,0.134221494
bt709_to_bt2100,1.5,1.5,0,1.43502891,1.48295701,0.156607509
p3_to_bt709,1.5,1.5,0,1.5,1.5,-0.147411004
p3_to_bt2100,1.5,1.5,0,1.4286449,1.48128152,0.0245865006
bt2100_to_bt709,1.5,1.5,0,1.60927498,1.51252353,-0.178095013
bt2100_to_p3,1.5,1.5,0,1.59209847,1.51573503,-0.0251640007
bt709_to_p3,0,2,2,0.355075985,1.93361199,1.96583605
bt709_to_bt2100,0,2,2,0.745191991,1.86180604,1.96721601
p3_to_bt709,0,2,2,-0.449880004,2.08411407,2.03927588
p3_to_bt2100,0,2,2,0.492334008,1.908512,2.00241804
bt2100_to_bt709,0,2,2,-1.32098198,2.24910212,2.03630185
bt2100_to_p3,0,2,2,-0.687156022,2.13059616,1.99435806
bt709_to_p3,2,0,2,1.64492607,0.0663860068,1.85520601
bt709_to_bt2100,2,0,2,1.34143591,0.160917997,1.82397401
p3_to_bt709,2,0,2,2.44987988,-0.0841140002,2.1572721
p3_to_bt2100,2,0,2,1.60280597,0.116445996,1.96479607
bt2100_to_bt709,2,0,2,3.175282,-0.265799999,2.20115781
bt2100_to_p3,2,0,2,2.564358,-0.151575997,2.03919816
bt709_to_p3,2,2,0,1.99999809,2.00000191,0.178961992
bt709_to_bt2100,2,2,0,1.91337192,1.97727597,0.208810002
p3_to_bt709,2,2,0,1.99999988,2,-0.196548
p3_to_bt2100,2,2,0,1.90486002,1.97504199,0.0327819996
bt2100_to_bt709,2,2,0,2.14569998,2.01669788,-0.237460002
bt2100_to_p3,2,2,0,2.12279797,2.02098012,-0.0335519984
bt709_to_p3,0,4,4,0.71015197,3.86722398,3.9316721
bt709_to_bt2100,0,4,4,1.49038398,3.72361207,3.93443203
p3_to_bt709,0,4,4,-0.899760008,4.16822815,4.07855177
p3_to_bt2100,0,4,4,0.984668016,3.81702399,4.00483608
bt2100_to_bt709,0,4,4,-2.64196396,4.49820423,4.0726037
bt2100_to_p3,0,4,4,-1.37431204,4.26119232,3.98871613
bt709_to_p3,4,0,4,3.28985214,0.132772014,3.71041203
bt709_to_bt2100,4,0,4,2.68287182,0.321835995,3.64794803
p3_to_bt709,4,0,4,4.89975977,-0.168228,4.3145442
p3_to_bt2100,4,0,4,3.20561194,0.232891992,3.92959213
bt2100_to_bt709,4,0,4,6.350564,-0.531599998,4.40231562
bt2100_to_p3,4,0,4,5.12871599,-0.303151995,4.07839632
bt709_to_p3,4,4,0,3.99999619,4.00000381,0.357923985
bt709_to_bt2100,4,4,0,3.82674384,3.95455194,0.417620003
p3_to_bt709,4,4,0,3.99999976,4,-0.393096
p3_to_bt2100,4,4,0,3.80972004,3.95008397,0.0655639991
bt2100_to_bt709,4,4,0,4.29139996,4.03339577,-0.474920005
bt2100_to_p3,4,4,0,4.24559593,4.04196024,-0.0671039969
bt709_to_p3,0.5,0.300000012,0.100000001,0.464492202,0.306639016,0.121312901
bt709_to_bt2100,0.5,0.300000012,0.100000001,0.416817993,0.311547011,0.124159403
p3_to_bt709,0.5,0.300000012,0.100000001,0.544987977,0.291588634,0.0764175951
p3_to_bt2100,0.5,0.300000012,0.100000001,0.441252589,0.306653023,0.103036098
bt2100_to_bt709,0.5,0.300000012,0.100000001,0.646668196,0.276759595,0.0726237893
bt2100_to_p3,0.5,0.300000012,0.100000001,0.58099544,0.28903839,0.0972093046
bt709_to_p3,0.100000001,0.699999988,0.400000006,0.206522509,0.680083871,0.416594923
bt709_to_bt2100,0.100000001,0.699999988,0.400000006,0.310563415,0.655133188,0.421486318
p3_to_bt709,0.100000001,0.699999988,0.400000006,-0.0349639952,0.72523421,0.382300586
p3_to_bt2100,0.100000001,0.699999988,0.400000006,0.233429193,0.668809891,0.405642897
bt2100_to_bt709,0.100000001,0.699999988,0.400000006,-0.274439603,0.77723527,0.375271559
bt2100_to_p3,0.100000001,0.699999988,0.400000006,-0.0877270997,0.742325783,0.393274426
bt709_to_p3,0.899999976,0.200000003,0.600000024,0.775723755,0.223235399,0.576166332
bt709_to_bt2100,0.899999976,0.200000003,0.600000024,0.656508386,0.2529127,0.5697124
p3_to_bt709,0.899999976,0.200000003,0.600000024,1.05745792,0.170560107,0.625563025
p3_to_bt2100,0.899999976,0.200000003,0.600000024,0.746711075,0.237012401,0.592596054
bt2100_to_bt709,0.899999976,0.200000003,0.600000024,1.33320367,0.109474719,0.634786308
bt2100_to_p3,0.899999976,0.200000003,0.600000024,1.11594498,0.150095418,0.608686447
bt709_to_p3,0.300000012,0.600000024,0.899999976,0.353261709,0.590041518,0.86803174
bt709_to_bt2100,0.300000012,0.600000024,0.899999976,0.424773008,0.58267951,0.863760948
p3_to_bt709,0.300000012,0.600000024,0.899999976,0.232518002,0.612617135,0.935373604
p3_to_bt2100,0.300000012,0.600000024,0.899999976,0.388121098,0.590020537,0.895444751
bt2100_to_bt709,0.300000012,0.600000024,0.899999976,0.0799977109,0.634860575,0.941064239
bt2100_to_p3,0.300000012,0.600000024,0.899999976,0.178506881,0.616442382,0.904187143
bt709_to_p3,0.949999988,0.0500000007,0.5,0.790216267,0.0798741505,0.475108773
bt709_to_bt2100,0.949999988,0.0500000007,0.5,0.634154856,0.117300205,0.467770547
p3_to_bt709,0.949999988,0.0500000007,0.5,1.15244591,0.0121487044,0.526549101
p3_to_bt2100,0.949999988,0.0500000007,0.5,0.749856174,0.096785143,0.491534561
bt2100_to_bt709,0.949999988,0.0500000007,0.5,1.51165926,-0.0658529401,0.537092566
bt2100_to_p3,0.949999988,0.0500000007,0.5,1.23159063,-0.013488695,0.510089517
bt709_to_p3,0.449999988,0.550000012,0.649999976,0.467753887,0.54668051,0.639344275
bt709_to_bt2100,0.449999988,0.550000012,0.649999976,0.491591007,0.544226527,0.63792032
p3_to_bt709,0.449999988,0.550000012,0.649999976,0.42750597,0.554205716,0.661791205
p3_to_bt2100,0.449999988,0.550000012,0.649999976,0.479373693,0.546673536,0.64848125
bt2100_to_bt709,0.449999988,0.550000012,0.649999976,0.37666589,0.561620295,0.663688064
bt2100_to_p3,0.449999988,0.550000012,0.649999976,0.409502268,0.555480897,0.651396036
bt709_to_p3,2,1,0.5,1.82246149,1.03319454,0.561824024
bt709_to_bt2100,2,1,0.5,1.60574698,1.063416,0.568594515
p3_to_bt709,2,1,0.5,2.22493982,0.957943022,0.431225002
p3_to_bt2100,2,1,0.5,1.73004794,1.03950453,0.506985009
bt2100_to_bt709,2,1,0.5,2.69691586,0.879623532,0.422483981
bt2100_to_p3,2,1,0.5,2.37427735,0.939947009,0.494434506
bt709_to_p3,3.5,0.200000003,1.79999995,2.9141264,0.309538603,1.71320617
bt709_to_bt2100,3.5,0.200000003,1.79999995,2.33973551,0.446199298,1.68704557
p3_to_bt709,3.5,0.200000003,1.79999995,4.24230146,0.0612119138,1.89243293
p3_to_bt2100,3.5,0.200000003,1.79999995,2.76376081,0.370921582,1.76977956
bt2100_to_bt709,3.5,0.200000003,1.79999995,5.56305981,-0.224376678,1.93006957
bt2100_to_p3,3.5,0.200000003,1.79999995,4.53556919,-0.0322673842,1.83615601
bt709_to_p3,4,4,4,4,3.99999976,4.00000381
bt709_to_bt2100,4,4,4,3.99999976,4,4
p3_to_bt709,4,4,4,3.99999976,4,4
p3_to_bt2100,4,4,4,4,4,3.99999595
bt2100_to_bt709,4,4,4,4,3.99999976,3.99999976
bt2100_to_p3,4,4,4,4,4,4.00000429
