# libultrahdr per-gamut luminance dot products
# columns: r, g, b, srgb_luma, p3_luma, bt2100_luma
# reference: lib/src/gainmapmath.cpp:94/164/195 @ libultrahdr commit 8cbc983
r,g,b,srgb_luma,p3_luma,bt2100_luma
1,0.75,0.0500000007,0.752625406,0.75174278,0.774163604
1,0.75,1,0.821207821,0.827065349,0.830500484
1,1,0,0.927808046,0.920713067,0.940698028
1,1,0.100000001,0.935027242,0.928641737,0.946628213
1,1.5,0,1.28539252,1.26658225,1.27969694
1,1.5,0.180000007,1.29838705,1.28085387,1.2903713
1,1.5,1,1.35758448,1.34586918,1.33899891
1,2,0,1.642977,1.61245155,1.61869597
1,2,0.25,1.66102505,1.63227332,1.63352144
1,2,1,1.71516895,1.69173849,1.67799795
1,4,0,3.07331514,2.99592853,2.97469211
1,4,0.5,3.10941124,3.03557205,3.00434303
1,4,1,3.1455071,3.07521534,3.0339942
1,8,0,5.93399096,5.76288271,5.68668413
1,8,0.75,5.98813486,5.82234812,5.73116064
1,8,1,6.00618315,5.84216976,5.74598598
1.5,0,0,0.318958521,0.343461901,0.394050002
1.5,0,1.5,0.427246511,0.462392271,0.48300299
1.5,0,1,0.391150534,0.422748804,0.453352004
1.5,0.00100000005,0,0.319673687,0.344153643,0.394728005
1.5,0.00100000005,2,0.464057684,0.502727449,0.513332009
1.5,0.00100000005,1,0.391865671,0.423440546,0.454030007
1.5,0.00999999978,0,0.326110214,0.350379288,0.400829971
1.5,0.00999999978,4,0.614878178,0.667526901,0.63803798
1.5,0.00999999978,1,0.398302197,0.429666191,0.460131973
1.5,0.0500000007,0,0.354716957,0.378048837,0.427949905
1.5,0.0500000007,8,0.932252944,1.01234412,0.902365923
1.5,0.0500000007,1,0.42690897,0.45733574,0.487251908
1.5,0.100000001,0,0.390475422,0.412635744,0.461849809
1.5,0.100000001,0,0.390475422,0.412635744,0.461849809
1.5,0.100000001,1,0.462667406,0.491922647,0.521151781
1.5,0.180000007,0,0.447688937,0.467974842,0.516089678
1.5,0.180000007,0.00100000005,0.447761118,0.468054116,0.516148984
1.5,0.180000007,1,0.51988095,0.547261715,0.57539165
1.5,0.25,0,0.497750759,0.516396523,0.563549519
1.5,0.25,0.00999999978,0.498472691,0.517189384,0.564142525
1.5,0.25,1,0.569942772,0.595683455,0.622851491
1.5,0.5,0,0.676542997,0.689331174,0.733049035
1.5,0.5,0.0500000007,0.680152595,0.693295538,0.736014128
1.5,0.5,1,0.748735011,0.768618107,0.792351007
1.5,0.75,0,0.855335295,0.862265706,0.902548492
1.5,0.75,0.100000001,0.862554491,0.870194376,0.908478677
1.5,0.75,1,0.927527308,0.941552639,0.961850464
1.5,1,0,1.03412747,1.03520036,1.07204795
1.5,1,0.180000007,1.047122,1.04947197,1.08272231
1.5,1,1,1.10631943,1.11448729,1.13134992
1.5,1.5,0,1.39171207,1.38106954,1.41104698
1.5,1.5,0.25,1.40976012,1.4008913,1.42587245
1.5,1.5,1,1.46390402,1.46035647,1.47034895
1.5,2,0,1.74929655,1.72693884,1.75004601
1.5,2,0.5,1.78539252,1.76658225,1.77969706
1.5,2,1,1.8214885,1.80622578,1.80934799
1.5,4,0,3.17963457,3.11041594,3.10604191
1.5,4,0.75,3.23377848,3.16988111,3.15051842
1.5,4,1,3.25182652,3.18970275,3.165344
1.5,8,0,6.04031086,5.87736988,5.81803417
1.5,8,1,6.11250305,5.95665693,5.87733603
1.5,8,1,6.11250305,5.95665693,5.87733603
2,0,0,0.425278008,0.457949191,0.525399983
2,0,2,0.569661975,0.616523027,0.644003987
2,0,1,0.497470021,0.537236094,0.584701955
2,0.00100000005,0,0.425993174,0.458640933,0.526077986
2,0.00100000005,4,0.714761138,0.775788546,0.763285995
2,0.00100000005,1,0.498185158,0.537927866,0.585379958
2,0.00999999978,0,0.432429701,0.464866579,0.532179952
2,0.00999999978,8,1.00996566,1.09916186,1.00659597
2,0.00999999978,1,0.504621685,0.544153452,0.591481924
2,0.0500000007,0,0.461036444,0.492536128,0.559299886
2,0.0500000007,0,0.461036444,0.492536128,0.559299886
2,0.0500000007,1,0.533228457,0.571823001,0.618601859
2,0.100000001,0,0.496794909,0.527123034,0.59319979
2,0.100000001,0.00100000005,0.49686709,0.527202308,0.593259096
2,0.100000001,1,0.568986893,0.606409907,0.652501762
2,0.180000007,0,0.554008424,0.582462132,0.647439599
2,0.180000007,0.00999999978,0.554730356,0.583254993,0.648032606
2,0.180000007,1,0.626200438,0.661749005,0.706741571
2,0.25,0,0.604070246,0.630883813,0.694899499
2,0.25,0.0500000007,0.607679844,0.634848177,0.697864592
2,0.25,1,0.676262259,0.710170746,0.754201472
2,0.5,0,0.782862544,0.803818464,0.864398956
2,0.5,0.100000001,0.790081739,0.811747134,0.870329142
2,0.5,1,0.855054557,0.883105397,0.923700929
2,0.75,0,0.961654782,0.976752996,1.03389847
2,0.75,0.180000007,0.97464937,0.991024613,1.04457283
2,0.75,1,1.03384674,1.05603993,1.09320045
2,1,0,1.14044702,1.14968765,1.20339799
2,1,0.25,1.15849507,1.16950941,1.21822345
2,1,1,1.21263897,1.22897458,1.26269996
2,1.5,0,1.49803162,1.49555683,1.54239702
2,1.5,0.5,1.53412759,1.53520024,1.57204807
2,1.5,1,1.57022357,1.57484376,1.60169899
2,2,0,1.85561609,1.84142613,1.88139606
2,2,0.75,1.90976012,1.9008913,1.92587256
2,2,1,1.92780805,1.92071307,1.94069803
2,4,0,3.285954,3.22490311,3.23739195
2,4,1,3.35814595,3.30418992,3.29669404
2,4,1,3.35814595,3.30418992,3.29669404
2,8,0,6.14663029,5.99185705,5.94938421
2,8,1.5,6.2549181,6.11078739,6.03833723
2,8,1,6.21882248,6.0711441,6.00868607
4,0,0,0.850556016,0.915898383,1.05079997
4,0,4,1.13932395,1.23304605,1.28800797
4,0,1,0.922748029,0.995185256,1.11010194
4,0.00100000005,0,0.851271212,0.916590095,1.05147791
4,0.00100000005,8,1.42880726,1.55088532,1.52589393
4,0.00100000005,1,0.923463225,0.995877028,1.11077988
4,0.00999999978,0,0.857707679,0.92281574,1.05757999
4,0.00999999978,0,0.857707679,0.92281574,1.05757999
4,0.00999999978,1,0.929899693,1.00210261,1.11688197
4,0.0500000007,0,0.886314452,0.950485289,1.08469987
4,0.0500000007,0.00100000005,0.886386633,0.950564563,1.08475912
4,0.0500000007,1,0.958506465,1.02977216,1.14400184
4,0.100000001,0,0.922072887,0.985072255,1.11859977
4,0.100000001,0.00999999978,0.922794819,0.985865116,1.11919284
4,0.100000001,1,0.994264901,1.06435919,1.17790174
4,0.180000007,0,0.979286432,1.04041135,1.17283964
4,0.180000007,0.0500000007,0.98289603,1.04437566,1.17580473
4,0.180000007,1,1.05147839,1.11969829,1.23214161
4,0.25,0,1.02934825,1.08883297,1.22029948
4,0.25,0.100000001,1.03656745,1.0967617,1.22622967
4,0.25,1,1.10154021,1.16811991,1.27960145
4,0.5,0,1.20814049,1.26176763,1.389799
4,0.5,0.180000007,1.22113502,1.27603924,1.40047336
4,0.5,1,1.28033245,1.34105456,1.44910097
4,0.75,0,1.38693285,1.43470216,1.55929852
4,0.75,0.25,1.4049809,1.45452392,1.57412398
4,0.75,1,1.4591248,1.51398909,1.61860049
4,1,0,1.56572509,1.60763693,1.72879791
4,1,0.5,1.60182106,1.64728034,1.75844896
4,1,1,1.63791704,1.68692386,1.78809988
4,1.5,0,1.92330956,1.95350599,2.06779695
4,1.5,0.75,1.97745359,2.01297116,2.11227345
4,1.5,1,1.99550152,2.03279281,2.12709904
4,2,0,2.28089404,2.2993753,2.40679598
4,2,1,2.35308599,2.37866211,2.46609807
4,2,1,2.35308599,2.37866211,2.46609807
4,4,0,3.71123219,3.68285227,3.76279211
4,4,1.5,3.81952024,3.80178261,3.85174513
4,4,1,3.78342414,3.76213908,3.8220942
4,8,0,6.571908,6.44980621,6.4747839
4,8,2,6.7162919,6.60837984,6.59338808
4,8,1,6.64410019,6.52909327,6.53408575
8,0,0,1.70111203,1.83179677,2.10159993
8,0,8,2.2786479,2.46609211,2.57601595
8,0,1,1.77330399,1.9110837,2.16090202
8,0.00100000005,0,1.70182717,1.83248854,2.10227799
8,0.00100000005,0,1.70182717,1.83248854,2.10227799
8,0.00100000005,1,1.77401912,1.91177547,2.16158009
8,0.00999999978,0,1.70826375,1.83871412,2.10837984
8,0.00999999978,0.00100000005,1.708336,1.8387934,2.10843921
8,0.00999999978,1,1.78045571,1.91800106,2.16768193
8,0.0500000007,0,1.73687053,1.86638367,2.13549972
8,0.0500000007,0.00999999978,1.73759246,1.86717653,2.13609266
8,0.0500000007,1,1.80906248,1.9456706,2.19480181
8,0.100000001,0,1.7726289,1.90097058,2.16939974
8,0.100000001,0.0500000007,1.77623856,1.90493488,2.17236495
8,0.100000001,1,1.84482086,1.98025751,2.22870183
8,0.180000007,0,1.82984245,1.95630968,2.22363949
8,0.180000007,0.100000001,1.83706164,1.96423841,2.22956967
8,0.180000007,1,1.9020344,2.03559661,2.28294158
8,0.25,0,1.87990427,2.00473142,2.27109933
8,0.25,0.180000007,1.8928988,2.01900315,2.28177381
8,0.25,1,1.95209622,2.08401823,2.33040142
8,0.5,0,2.05869651,2.17766595,2.44059896
8,0.5,0.25,2.07674456,2.19748759,2.45542455
8,0.5,1,2.13088846,2.25695276,2.49990106
8,0.75,0,2.23748875,2.35060072,2.61009836
8,0.75,0.5,2.27358484,2.39024425,2.63974929
8,0.75,1,2.3096807,2.42988753,2.66940045
8,1,0,2.41628098,2.52353525,2.779598
8,1,0.75,2.47042489,2.58300042,2.82407451
8,1,1,2.48847294,2.60282207,2.83890009
8,1.5,0,2.7738657,2.86940432,3.11859703
8,1.5,1,2.84605765,2.94869113,3.17789912
8,1.5,1,2.84605765,2.94869113,3.17789912
8,2,0,3.13145018,3.21527386,3.45759583
8,2,1.5,3.23973823,3.3342042,3.54654884
8,2,1,3.20364213,3.29456067,3.51689792
8,4,0,4.56178808,4.59875059,4.81359196
8,4,2,4.70617199,4.75732422,4.93219614
8,4,1,4.63398027,4.67803764,4.87289381
8,8,0,7.42246437,7.36570454,7.52558422
8,8,4,7.71123219,7.68285227,7.76279211
8,8,1,7.49465656,7.44499159,7.58488607
